City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
503,Loubomo,CG,70.7,-4.1997,12.6739,La Dolisienne
504,Ararat,AM,70.14,39.8317,44.7049,NORSED MOTEL/НОРСЕД МОТЕЛЬ/ՆՈՐՍԵԴ ՄՈԹԵԼ
506,Nuzvid,IN,81.45,16.7833,80.85,HI-TECH LODGE
507,Nayudupeta,IN,88.68,13.9,79.9,Hotel Manju
508,Sharjah,AE,98.26,25.3573,55.4033,Swiss Belhotel Sharjah
509,Kichera,RU,73.2,55.9375,110.0997,
510,Nishihara,JP,85.28,26.1842,127.7558,Minshuku Agaihama
511,Kazachinskoye,RU,77.07,57.6953,93.2761,"Gostinitsa ""Tk Telemaks"""
512,Hami,CN,81.37,42.8,93.45,Laoyutang Resort
513,Dinguiraye,GN,70.29,11.3,-10.7167,
514,Mitsamiouli,KM,76.23,-11.3847,43.2844,Foyer ADM
515,Pedernales,DO,81.64,18.0384,-71.744,Hotel Costa Marina
516,Gidam,IN,85.03,18.9833,81.4,Dhanshree Lodge And DormItory
517,Praia Da Vitoria,PT,71.85,38.7333,-27.0667,Hotel Branco I
518,Chumikan,RU,70.74,54.7183,135.315,Fortuna
520,Fukue,JP,77.36,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
522,Neryungri,RU,70.75,56.6709,124.6491,Pyat' Zvozd
523,Bati,ET,67.03,11.1833,40.0167,Adi 01 Kebele
525,Dawson Creek,CA,65.84,55.7666,-120.2362,Peace Villa Motel
526,Peniche,PT,67.73,39.3558,-9.3811,Hotel Star inn Peniche
528,Ville-Marie,CA,71.6,47.3335,-79.433,La Bannik
529,Oltu,TR,65.07,40.5498,42.0013,Oltu Öğretmenevi
530,Cumanayagua,CU,79.21,22.1494,-80.2022,Hotel Pasaje
531,Meulaboh,ID,74.16,4.1363,96.1285,Kost Pria
532,Zhezkazgan,KZ,74.17,47.8043,67.7144,Hotel Zumrat
533,Mackay,AU,75.18,-21.15,149.2,International Lodge Motel
534,Karlovac,HR,72.14,45.4872,15.5478,Hotel Europe
535,Penzance,GB,61.48,50.1186,-5.5371,Artist Residence Penzance
536,Liberal,US,90.63,37.0431,-100.921,Hampton Inn & Suites Liberal
537,Sur,OM,86.77,22.5667,59.5289,Sur Plaza Hotel
538,Macroom,IE,60.55,51.9,-8.95,Castle Hotel
539,Mount Isa,AU,82.17,-20.7333,139.5,ibis Styles Mt Isa Verona
540,Umm Lajj,SA,87.44,25.0213,37.2685,Moon light Furnished Units
541,Licheng,CN,82.33,23.2955,113.8284,Xincheng Tourism Industry
543,Guerrero Negro,MX,76.15,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
545,North Bend,US,62.17,43.4065,-124.2243,Red Lion Hotel Coos Bay
546,Kutum,SD,72.19,14.2,24.6667,Dibbo areaمنطقة دبو
548,Chama,CH,65.05,47.1821,8.4636,City Garden Hotel
549,Adamovka,RU,63.81,51.5223,59.9396,Gostinitsa
551,Nelson Bay,AU,75.96,-32.7167,152.15,Mantra Nelson Bay
552,Kahului,US,83.46,20.8947,-156.47,Maui Seaside Hotel
553,Anadyr,RU,61.3,64.75,177.4833,"Гостиница ""Анадырь"""
554,Whitehorse,CA,63.37,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
555,Padang,ID,82.45,-0.9492,100.3543,Mercure Padang
556,Beyneu,KZ,87.24,45.3167,55.2,NUR
558,Salalah,OM,75.29,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
560,Mpulungu,ZM,69.13,-8.7623,31.1141,Chela moche guest house
561,Lagunas,PE,73.24,-5.2269,-75.6753,Hospedaje Eco
562,Sinop,TR,64.9,41.7711,34.8709,
564,Chernyy Yar,RU,88.02,48.0624,46.1091,Stanitsa Chernoyarskaya
565,Zeya,RU,73.44,53.75,127.2667,Kapital Inn
566,Iquitos,PE,78.84,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
567,Iranshahr,IR,91.74,27.2025,60.6848,نیک سرشت
